"fxID","game_pk","UmpName","umpBirthYear","umpDebut","permContract","date"
427019,347202,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,317754,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,415056,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,381171,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,448597,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,318130,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,286914,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,264749,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,244692,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,381102,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,320064,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,415686,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,287657,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,348353,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,347521,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,287459,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,347155,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,245934,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,381827,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,235907,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,235177,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,244585,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,264279,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,319735,"Ted Barrett",1965,1994,1999,"September 1, 1999"
